,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,mileage,engine_size,horsepower,Seats,Price,Age
250,Skoda Rapid Leisure 1.6 TDI MT,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5,3.5,11
251,Hyundai Aent CRDi,2006,160538,Diesel,Manual,First,13.1,1493,82,5,1.8,17
252,Volkswagen Polo GT 1.5 TDI,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,3.7,9
253,Honda Jazz 1.2 VX i VTEC,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5,7.17,6
254,Hyundai i10 Era,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5,1.75,13
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018,51346,Diesel,Automatic,First,16.38,1995,183,5,21.99,5
256,Toyota Innova Crysta 2.4 ZX MT,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7,18.65,6
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2011,35000,Petrol,Manual,Third,19.7,796,35,5,1.85,12
258,Maruti Swift VXI BSIV,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5,5.95,6
259,Hyundai Grand i10 Magna,2014,16514,Petrol,Manual,First,18.9,1197,82,5,3.75,9
260,Maruti Swift VDI,2012,120000,Diesel,Manual,First,22.9,1248,74,5,3.75,11
261,Hyundai Verna CRDi 1.6 SX,2008,143275,Diesel,Manual,First,22,1582,126.2,5,2.6,15
262,Hyundai Santro Xing XL,2006,99000,Petrol,Manual,First,0,1086,null ,5,1.75,17
263,Hyundai i20 1.2 Sportz,2010,52000,Petrol,Manual,First,17,1197,80,5,2.8,13
264,Mercedes-Benz GLE 350d,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5,61.29,6
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2014,57000,Diesel,Manual,Second,15.8,2148,170,5,18,9
266,Maruti Ritz ZDi,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,4.35,9
267,Hyundai Creta 1.6 CRDi SX,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5,13.75,7
268,Maruti A-Star Vxi,2010,67000,Petrol,Manual,First,19,998,66.1,5,2,13
269,Renault Duster 110PS Diesel RXZ Option,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5,10,7
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2010,120000,Diesel,Manual,First,17.8,1248,76,5,1.65,13
271,BMW X3 xDrive30d M Sport,2017,51982,Diesel,Automatic,First,16.55,2993,258,5,45.77,6
272,Hyundai i10 Sportz,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5,3.25,13
273,Toyota Innova 2.5 G4 Diesel 7-seater,2016,47000,Diesel,Manual,First,12.8,2494,102,7,12.8,7
274,Maruti Zen VXI BSII,2002,60000,Petrol,Manual,Third,17.3,993,60,5,0.55,21
275,Maruti Swift VDI,2018,31025,Diesel,Manual,First,28.4,1248,74,5,7.15,5
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,Diesel,Manual,Second,12.05,2179,120,8,7,10
277,Tata Zest Quadrajet 1.3 75PS XE,2017,121900,Diesel,Manual,First,22.95,1248,74,5,3.75,6
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,22695,Petrol,Manual,First,18.88,999,123.24,5,8.5,6
279,Maruti Swift Dzire ZDI,2012,73000,Diesel,Manual,First,23.4,1248,74,5,4.35,11
280,Maruti Alto 800 LXI,2016,32227,Petrol,Manual,First,22.74,796,47.3,5,3.26,7
281,Honda City 1.5 S MT,2011,55000,Petrol,Manual,First,17,1497,118,5,4.21,12
282,Audi Q7 3.0 TDI Quattro Technology,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7,70.36,5
283,Skoda Laura 1.9 TDI AT Ambiente,2009,48000,Diesel,Automatic,Second,17,1896,105,5,2.95,14
284,Hyundai Verna 1.6 SX VTVT (O),2012,54308,Petrol,Manual,First,17.1,1591,121.3,5,4.28,11
285,Honda City 1.5 V AT,2009,78442,Petrol,Automatic,First,16.8,1497,118,5,3.57,14
286,Hyundai i20 Magna Optional 1.4 CRDi,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5,3.11,10
287,Hyundai i20 Sportz AT 1.4,2014,45051,Petrol,Automatic,First,15,1396,98.6,5,5.96,9
288,Volkswagen Vento Diesel Highline,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5,4.7,12
289,Honda City i VTEC VX,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,6.9,9
290,Tata Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,First,22.95,1248,74,5,5.25,5
291,BMW 5 Series 2003-2012 520d,2015,64000,Diesel,Automatic,First,18.48,1995,177,5,28,8
292,Maruti Wagon R LXI Minor,2009,60000,Petrol,Manual,First,18.9,1061,67,5,1.35,14
293,Honda Jazz VX,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,4.85,8
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2012,58006,Diesel,Manual,First,15,1896,105,5,6.7,11
295,Hyundai i10 Magna 1.2,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5,3.1,13
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,77771,Diesel,Automatic,First,19.27,2143,170,5,18.64,8
297,Hyundai i10 Magna 1.2 iTech SE,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5,2.8,11
298,Toyota Innova Crysta 2.4 ZX MT,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7,20.25,7
299,Audi A6 2011-2015 2.0 TDI Technology,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5,26.78,8
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7,8.26,13
301,Volkswagen Polo Petrol Trendline 1.2L,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5,3.89,8
302,Maruti Alto K10 LXI,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,2.1,12
303,Honda City i-VTEC CVT ZX,2017,15000,Petrol,Automatic,First,18,1497,117.3,5,12.69,6
304,Tata Indigo LX,2013,59138,Diesel,Manual,First,17,1405,70,5,2.58,10
305,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5,20.77,9
306,Mercedes-Benz GLA Class 200 CDI SPORT,2015,48000,Diesel,Automatic,First,17.9,2143,136,5,20.26,8
307,Hyundai Santro Xing XL,2006,58000,Petrol,Manual,Second,0,1086,null ,5,1.5,17
308,Maruti Swift VDI BSIV,2011,60020,Diesel,Manual,First,17.8,1248,null ,5,2.5,12
309,Maruti Celerio VXI AT,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,4.25,9
310,Mercedes-Benz GLE 250d,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5,57,6
311,Land Rover Range Rover HSE Dynamic,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5,44,6
312,Volkswagen Vento Diesel Trendline,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5,3.65,12
313,Maruti Omni 8 Seater BSIV,2012,71791,Petrol,Manual,First,14,796,35,5,2.05,11
314,Honda Brio 1.2 VX MT,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5,3.13,11
315,Tata Sumo Delux,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7,1.5,23
316,Tata Indica Vista Aura 1.3 Quadrajet,2012,91183,Diesel,Manual,First,18,1248,75,5,2.85,11
317,Maruti Wagon R LXI BS IV,2012,65000,Petrol,Manual,First,18.9,998,67.1,5,2.65,11
318,Mahindra XUV500 W8 4WD,2015,88428,Diesel,Manual,First,16,2179,140,7,10.6,8
319,Tata Indigo LS Dicor,2008,138000,Diesel,Manual,Second,17.1,1396,70,5,1.25,15
320,Maruti Ertiga Paseo VXI,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7,8.25,5
321,Honda Aord 2.4 A/T,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5,4.45,12
322,Maruti Swift Dzire VDi,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5,3.7,11
323,Ford Fiesta EXi 1.4 TDCi Ltd,2009,160000,Diesel,Manual,First,17.8,1399,68,5,2.8,14
324,Honda City ZX GXi,2008,40000,Petrol,Manual,First,17.7,1497,78,5,1.8,15
325,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5,21.95,9
326,BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,First,9.52,2993,313,4,49,12
327,Audi Q7 45 TDI Quattro Technology,2017,97430,Diesel,Automatic,First,14.75,2967,245,7,62.67,6
328,Maruti Zen Estilo LXI Green (CNG),2008,42496,CNG,Manual,First,26.3,998,67.1,5,1.4,15
329,Hyundai i20 1.4 CRDi Asta,2012,83000,Diesel,Manual,First,23,1396,90,5,5.5,11
330,Hyundai i10 Sportz AT,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,2.95,14
331,Honda Jazz 1.2 V CVT i VTEC,2016,28503,Petrol,Automatic,First,19,1199,88.7,5,6.86,7
332,Maruti Swift VDI BSIV,2015,76496,Diesel,Manual,First,25.2,1248,74,5,6.15,8
333,Hyundai i20 Asta 1.2,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3,12
334,Volkswagen Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,2.55,12
335,Maruti Alto LXi,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,1.5,14
336,Toyota Corolla H4,2004,105000,Petrol,Automatic,Second,11.3,1794,125,5,2.5,19
337,Maruti Alto LXi,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,1.4,17
338,Tata Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,3.4,11
339,Maruti Alto LXi,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,2.25,11
340,Skoda Octavia Ambition Plus 2.0 TDI AT,2013,775000,Diesel,Automatic,First,19.3,1968,141,5,7.5,10
341,Toyota Corolla H4,2008,80000,Petrol,Automatic,First,11.3,1794,125,5,2.8,15
342,Hyundai i20 Asta Option 1.2,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66,7
343,Maruti Vitara Brezza LDi,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,7.15,7
344,Honda City 1.5 V MT,2010,87430,Petrol,Manual,First,17,1497,118,5,3.5,13
345,Tata Indica Vista Aqua 1.3 Quadrajet,2014,133944,Diesel,Manual,Second,18,1248,75,5,3.5,9
346,Honda Amaze S i-Dtech,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,3.45,10
347,Hyundai EON D Lite Plus,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,3.55,7
348,BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,Second,21.76,1995,190,5,25.99,8
349,Hyundai Verna 1.6 SX,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,5.25,11
350,Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,2.9,10
351,Skoda Octavia RS,2005,100000,Petrol,Automatic,First,14.45,1984,227,5,2.05,18
352,Maruti Alto K10 VXI,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75,6
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75,9
354,Chevrolet Spark 1.0 LS,2011,21000,Petrol,Manual,Second,18,995,62,5,0.95,12
355,Jaguar XF 2.0 Diesel Portfolio,2017,21000,Diesel,Automatic,First,19.33,1999,177,5,52,6
356,Honda CR-V RVi MT,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5,3.91,16
357,Skoda Superb L&K 1.8 TSI AT,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5,27.3,4
358,Hyundai i10 Magna 1.2,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5,2.7,14
359,Maruti Swift LDI,2013,70000,Diesel,Manual,First,22.9,1248,74,5,3.5,10
360,Maruti Swift Dzire VXi AT,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,6.2,7
361,Nissan Micra Diesel XV,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5,2.75,12
362,Maruti Swift Dzire Tour LDI,2015,130000,Diesel,Manual,First,23.4,1248,74,5,3.25,8
363,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,63400,Diesel,Manual,First,17.8,1399,67,5,3.25,11
364,Maruti Zen LX,2003,65000,Petrol,Manual,First,17.3,993,60,5,0.65,20
365,Mini Clubman Cooper S,2017,8350,Petrol,Manual,First,13.8,1998,192,5,35,6
366,Toyota Etios GD,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,3.25,9
367,Maruti Alto 800 2016-2019 LXI,2018,26200,Petrol,Manual,First,24.7,796,47.3,5,2.9,5
368,Maruti Alto VXi,2011,11000,Petrol,Manual,Third,18.9,796,47,5,2.9,12
369,BMW X5 3.0d,2009,90000,Diesel,Automatic,Second,11,2993,235,5,17.75,14
370,Nissan Teana XV,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,8.25,8
371,Hyundai Grand i10 AT Asta,2015,37081,Petrol,Automatic,First,18.9,1197,82,5,5.77,8
372,Maruti Vitara Brezza ZDi Plus,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,9.49,6
373,Audi Q7 3.0 TDI Quattro Premium Plus,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,12.95,15
374,Mercedes-Benz GLA Class 200 CDI,2015,38000,Diesel,Automatic,First,17.9,2143,136,5,20,8
375,Maruti 800 AC,2007,72000,Petrol,Manual,Third,16.1,796,37,4,1,16
376,Renault Duster 85PS Diesel RxL,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7.1,8
377,Toyota Corolla Altis D-4D GL,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,16.5,6
378,Mercedes-Benz New C-Class 220,2014,25000,Diesel,Manual,First,15.8,2148,170,5,26,9
379,Maruti Ritz VDi,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,3.2,13
380,Honda BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,First,16,1497,117.3,7,9.48,6
381,Hyundai Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,First,24.4,1120,71,5,4,8
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,59364,Diesel,Automatic,First,14.21,2143,203,5,26.5,9
383,Mercedes-Benz B Class B180,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11.77,9
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,33900,Diesel,Automatic,First,15,2143,204,5,37,6
385,Honda City i VTEC VX Option,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,8.75,7
386,Hyundai Santro Xing XL eRLX Euro III,2007,50958,Petrol,Manual,First,17,1086,null ,5,1.95,16
387,Honda City 1.5 S MT,2011,93982,Petrol,Manual,First,17,1497,118,5,3.75,12
388,Hyundai Verna Transform VTVT,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,2.5,13
389,Jaguar XE Portfolio,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5,34.5,6
390,Honda Amaze S i-Vtech,2015,52516,Petrol,Manual,First,18,1198,86.7,5,4.65,8
391,Mini Cooper Convertible 1.6,2015,20000,Petrol,Automatic,First,18.86,1598,122,4,32,8
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,2017,56451,Diesel,Automatic,First,13.5,2987,282,5,62.81,6
393,Hyundai EON Magna Plus,2014,37000,Petrol,Manual,First,21.1,814,55.2,5,3.25,9
394,Maruti Wagon R VXI BS IV,2014,17400,Petrol,Manual,First,20.51,998,67.04,5,3.1,9
395,Maruti Ritz LDi,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5,3.91,12
396,BMW 3 Series 320d Sedan,2011,89616,Diesel,Automatic,First,16.07,1995,181,5,11,12
397,Tata Xenon XT EX 4X2,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5,3.5,9
398,Audi A3 35 TDI Attraction,2014,79271,Diesel,Automatic,First,20.38,1968,143,5,16.5,9
399,Land Rover Range Rover 2.2L Dynamic,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5,30,11
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2010,85001,Diesel,Automatic,Second,12,2987,224,7,28,13
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,28,5
402,Maruti Alto LX,2010,125000,Petrol,Manual,First,19.7,796,46.3,5,0.92,13
403,Maruti Wagon R LXI BSIII,2013,53000,Petrol,Manual,First,14,1061,64,5,2.75,10
404,Land Rover Range Rover 2.2L Prestige,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,53.83,6
405,Hyundai Verna 1.6 SX VTVT,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,4.95,12
406,BMW 5 Series 525d Sedan,2013,56000,Diesel,Automatic,First,16.73,2993,218,5,33.5,10
407,Jaguar XF Diesel,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,27.95,10
408,Skoda Superb Elegance 1.8 TSI AT,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,13
409,Audi Q3 35 TDI Quattro Premium,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,25.71,6
410,Land Rover Range Rover 2.2L Pure,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,29.67,9
411,Mercedes-Benz New C-Class 220 CDI AT,2013,35299,Diesel,Automatic,First,14.84,2143,170,5,19,10
412,Mahindra Scorpio S10 4WD,2017,28464,Diesel,Manual,First,15.4,2179,120,7,13.05,6
413,BMW 3 Series Luxury Line,2015,41000,Diesel,Automatic,First,21.76,1995,190,5,25.5,8
414,Honda BR-V i-VTEC S MT,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,8.5,6
415,Volvo S80 2006-2013 D5,2010,92098,Diesel,Automatic,Second,16,2400,215,5,7.25,13
416,Hyundai Aent GLE,2005,5834,Petrol,Manual,First,13.2,1495,94,5,0.8,18
417,Hyundai i20 Active SX Petrol,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,6.9,6
418,Mercedes-Benz GLC 43 AMG Coupe,2018,22397,Petrol,Automatic,First,11.5,2996,367,5,70.99,5
419,Hyundai EON Magna Plus,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5,2.25,8
420,Hyundai Grand i10 SportZ Edition,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,5.5,5
421,Honda City 1.5 EXI S,2013,52576,Petrol,Manual,First,13,1493,100,5,4.35,10
422,Volkswagen Polo Petrol Trendline 1.2L,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,2.25,13
423,Audi A6 35 TFSI Matrix,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24.5,7
424,Volkswagen Jetta 2007-2011 1.9 L TDI,2010,42021,Diesel,Manual,First,0,1968,null ,5,5.45,13
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,12.03,6
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,50000,Petrol,Automatic,Second,11.74,1796,186,5,8.5,12
427,Mini Cooper Convertible S,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,28.5,9
428,Hyundai Santro Xing XO eRLX Euro II,2006,108000,Petrol,Manual,Second,17,1086,null ,5,1.2,17
429,Toyota Etios VD,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,5.75,10
430,Honda Brio S MT,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,3.2,9
431,Maruti Baleno Alpha Automatic,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,9.89,5
432,Skoda Laura Ambiente 2.0 TDI CR AT,2012,143017,Diesel,Automatic,First,20,1968,138.1,5,6.58,11
433,Hyundai EON Era Plus,2018,13102,Petrol,Manual,First,21.1,814,55.2,5,4.06,5
434,Renault Captur 1.5 Diesel RXL,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,13.37,4
435,BMW 5 Series 2003-2012 GT 530d LE,2011,57832,Diesel,Automatic,First,16.2,2993,258,5,25.82,12
436,Maruti Alto 800 LXI,2016,34267,Petrol,Manual,First,22.74,796,47.3,5,3.74,7
437,Volvo V40 D3,2015,33000,Diesel,Automatic,Second,16.8,1984,150,5,22,8
438,Maruti Wagon R LXI BSII,2007,55100,Petrol,Manual,First,18.9,998,67.1,5,1.45,16
439,Honda City ZX GXi,2008,40000,Petrol,Manual,First,17.7,1497,78,5,2,15
440,Maruti Eeco 5 STR With AC Plus HTR CNG,2017,31841,CNG,Manual,First,15.1,1196,73,5,4.7,6
441,Chevrolet Enjoy 1.4 LS 8,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,3.75,9
442,Mahindra Bolero ZLX,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,7.7,7
443,Hyundai Santro GLS I - Euro I,2012,50243,Petrol,Manual,First,0,1086,null ,5,3.35,11
444,Hyundai EON D Lite,2014,20600,Petrol,Manual,First,21.1,814,55.2,5,2.6,9
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,29952,Petrol,Automatic,First,13,1591,121.3,5,13.77,6
446,Volkswagen Vento 1.6 Comfortline,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,7.1,6
447,Honda Civic 2006-2010 1.8 S AT,2008,61938,Petrol,Automatic,Second,12.9,1799,130,5,2.65,15
448,Tata Indica Vista Quadrajet LS,2014,67000,Diesel,Manual,First,22.3,1248,74,5,2.5,9
449,Mahindra XUV500 W8 2WD,2013,61672,Diesel,Manual,First,16,2179,140,7,7.53,10
450,Hyundai i20 1.2 Asta Option,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,7.98,6
451,Audi Q5 30 TDI quattro Premium Plus,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,39,9
452,Maruti Ritz VXi,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2.25,12
453,Mitsubishi Cedia Sports,2010,66000,Petrol,Manual,Second,13.17,1999,114,5,3.85,13
454,Toyota Innova 2.5 V Diesel 7-seater,2015,80883,Diesel,Manual,First,12.8,2494,102,7,13.5,8
455,Maruti Celerio LDi,2016,80219,Diesel,Manual,First,27.62,793,47,5,3.5,7
456,Maruti S-Cross Delta DDiS 200 SH,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,8.92,5
457,Audi Q3 35 TDI Quattro Premium Plus,2016,86642,Diesel,Automatic,First,15.17,1968,181,5,20.37,7
458,BMW 3 Series Luxury Line,2016,19235,Diesel,Automatic,First,21.76,1995,190,5,36.5,7
459,Audi Q7 4.2 TDI Quattro Technology,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,48.91,7
460,Hyundai i20 2015-2017 Asta 1.2,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,7.2,7
461,Renault Duster 110PS Diesel RxL,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,5.99,11
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,51000,Diesel,Manual,First,24.4,1120,71,5,5.25,7
463,Ford Ecosport 1.5 DV5 MT Titanium,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,6.5,9
464,Volkswagen Polo Petrol Trendline 1.2L,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,4.4,10
465,Hyundai Grand i10 CRDi Magna,2017,14000,Diesel,Manual,First,24,1120,70,5,4.6,6
466,Tata Manza Aqua Quadrajet BS IV,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,2.95,10
467,Honda City 1.5 V MT,2011,48466,Petrol,Manual,First,17,1497,118,5,3.26,12
468,Hyundai Santro Xing GLS,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2.22,15
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,162663,Diesel,Manual,First,12.99,2494,100,7,10.5,11
470,Maruti Ciaz 1.3 S,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,8.26,6
471,Toyota Fortuner 4x4 MT TRD Sportivo,2013,69000,Diesel,Manual,First,12.55,2982,169,7,14.45,10
472,Ford Fiesta 1.6 SXI ABS Duratec,2009,80524,Petrol,Manual,Second,15.3,1596,null ,5,2.5,14
473,Mercedes-Benz E-Class E 220 d,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,51.43,5
474,Mercedes-Benz New C-Class 220 CDI MT,2014,45000,Diesel,Manual,First,15.8,2148,170,5,23,9
475,Skoda Yeti Ambition 4X2,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,5.5,11
476,Hyundai Grand i10 Sportz,2015,27000,Petrol,Manual,First,18.9,1197,82,5,4.5,8
477,Ford Figo 2015-2019 1.2P Titanium MT,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,6.8,5
478,Skoda Octavia Ambition 1.4 TSI MT,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,8.75,10
479,Renault Duster 85PS Diesel RxL Option,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,7,8
480,Land Rover Range Rover Evoque 2.0 TD4 Pure,2015,24000,Diesel,Automatic,Second,15.68,1999,177,5,33.5,8
481,Ford Figo Diesel EXI,2011,75000,Diesel,Manual,Second,20,1399,68,5,2.25,12
482,Ford Endeavour Hurricane Limited Edition,2008,179000,Diesel,Automatic,Second,12.8,2953,156,7,4.24,15
483,Toyota Fortuner 4x4 MT,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7,28.42,6
484,Volkswagen Polo Diesel Comfortline 1.2L,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5,2.75,11
485,Maruti Ritz VDi,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,3,12
486,Nissan Micra Diesel XV Premium,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5,3.55,10
487,Hyundai Verna 1.6 SX,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5,4.8,10
488,BMW 5 Series 2003-2012 523i,2011,31000,Petrol,Automatic,First,10.8,2497,150,5,13.5,12
489,Mercedes-Benz GLS 350d 4MATIC,2017,129000,Diesel,Automatic,First,11,2987,258,7,56,6
490,Honda CR-V 2.4L 4WD AT,2004,78000,Petrol,Automatic,First,12,2354,187.4,5,3.99,19
491,Hyundai Creta 1.6 CRDi AT SX Plus,2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5,15.5,7
492,Hyundai i10 Era,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2.32,13
493,Mercedes-Benz A Class A200 CDI Sport,2016,35437,Diesel,Automatic,First,20,2143,136,5,18.58,7
494,Maruti Ertiga VXI,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,5.5,9
495,Skoda Octavia Classic 1.9 TDI MT,2006,72000,Diesel,Manual,Second,18.7,1896,66,5,3.2,17
496,Honda Amaze VX i-Vtech,2015,79000,Petrol,Manual,First,18,1198,86.7,5,4,8
497,Maruti Zen LXi BSII,2004,29000,Petrol,Manual,First,17.3,993,60,5,1.6,19
498,Maruti SX4 ZXI MT BSIV,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,4.15,10
499,Honda Brio VX AT,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5,4.25,9
500,Maruti Wagon R VXI,2011,75000,Petrol,Manual,First,18.9,998,67.1,5,2.6,12
501,Toyota Camry A/T,2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,3.43,15
